sex,height,weight
2,65.11,174.55
1,75.14,210.90
1,70.85,198.99
1,76.31,195.14
2,70.20,190.38
2,59.60,125.07
1,64.93,162.16
1,70.91,164.55
1,69.98,209.48
1,68.43,135.90
2,62.79,149.13
1,68.94,160.12
2,65.91,127.47
1,64.66,145.41
2,67.77,134.01
2,61.04,142.70
1,76.27,232.47
1,68.80,148.61
2,62.15,128.44
1,62.32,168.31
2,61.85,131.01
2,60.62,113.08
2,60.27,133.16
2,65.34,163.28
1,74.05,222.89
2,66.63,169.90
2,65.01,135.66
1,66.51,150.25
2,64.93,212.95
2,73.03,202.87
2,65.19,114.68
1,67.30,183.39
2,63.69,167.53
2,62.66,136.99
2,59.98,111.56
